"keyword","appearance_count","average_impact","total_impact"
"doing","2","0.021050407725851983","0.042100815451703966"
"xa","1","0.04203554382547736","0.04203554382547736"
"happened","1","0.04192630278412253","0.04192630278412253"
"former","1","0.04178191744722426","0.04178191744722426"
"york","2","0.02082534827059135","0.0416506965411827"
"ann","2","0.02081585533451289","0.04163171066902578"
"physically","1","0.04155271255876869","0.04155271255876869"
"island","1","0.04150612780358642","0.04150612780358642"
"oli","2","0.020720358951384146","0.04144071790276829"
"local","1","0.041404918767511845","0.041404918767511845"
"tx","1","0.04134029150009155","0.04134029150009155"
"summer","2","0.020640319911763072","0.041280639823526144"
"bai","1","0.0412358189933002","0.0412358189933002"
"ume","1","0.041202757274731994","0.041202757274731994"
"virginia","1","0.04111581947654486","0.04111581947654486"
"protect","1","0.04102327721193433","0.04102327721193433"
"west","1","0.040729525964707136","0.040729525964707136"
"engine","1","0.04065378219820559","0.04065378219820559"
"stop","1","0.04052745496543745","0.04052745496543745"
"ar","2","0.020259092503692955","0.04051818500738591"
"door","1","0.04048008448444307","0.04048008448444307"
"jj","1","0.040383438346907496","0.040383438346907496"
"em","2","0.02019116102019325","0.0403823220403865"
"ak","1","0.04037277936004102","0.04037277936004102"
"nga","2","0.020125366126497585","0.04025073225299517"
"brisbane","1","0.04023097374010831","0.04023097374010831"
"concluded","1","0.040156377013772726","0.040156377013772726"
"ny","2","0.020000836200779304","0.04000167240155861"
"resistant","1","0.039933934225700796","0.039933934225700796"
"maintained","1","0.03980587248224765","0.03980587248224765"
"mv","1","0.039681444759480655","0.039681444759480655"
"r","2","0.019831731428646228","0.039663462857292456"
"ias","1","0.03958124605317911","0.03958124605317911"
"second","1","0.0395605753418868","0.0395605753418868"
"outdoor","1","0.03955503657925874","0.03955503657925874"
"emerging","1","0.03953958710189909","0.03953958710189909"
"activated","1","0.03948938410030678","0.03948938410030678"
"excessive","1","0.03933297493495047","0.03933297493495047"
"council","1","0.03923997236415744","0.03923997236415744"
"iers","1","0.03917684860061854","0.03917684860061854"
"sur","1","0.03914803342195228","0.03914803342195228"
"ensuing","1","0.03908872453030199","0.03908872453030199"
"happen","1","0.0389831787867782","0.0389831787867782"
"den","2","0.019462482363451272","0.038924964726902544"
"ob","3","0.012968918269810578","0.03890675480943173"
"um","1","0.03889884310774505","0.03889884310774505"
"once","1","0.03885219537187368","0.03885219537187368"
"brasil","1","0.038795853266492486","0.038795853266492486"
"bc","1","0.038744687277358025","0.038744687277358025"
"description","1","0.03869430115446448","0.03869430115446448"
"per","1","0.0385743563529104","0.0385743563529104"
"were","1","0.0385451908223331","0.0385451908223331"
"follow","1","0.038510571574858786","0.038510571574858786"
"no","2","0.018961152858710625","0.03792230571742125"
"outlook","1","0.03776233922690153","0.03776233922690153"
"then","2","0.018873043823987246","0.03774608764797449"
"br","1","0.0375993843190372","0.0375993843190372"
"aba","1","0.03726573311723769","0.03726573311723769"
"il","2","0.018475408665835857","0.036950817331671715"
"ona","2","0.0184685164616288","0.0369370329232576"
"window","1","0.03692372748628259","0.03692372748628259"
"birmingham","1","0.03681836021132767","0.03681836021132767"
"di","2","0.018237141463341135","0.03647428292668227"
"texas","1","0.03634790284559131","0.03634790284559131"
"evade","1","0.036339267739094794","0.036339267739094794"
"rh","1","0.03626786917448044","0.03626786917448044"
"isi","1","0.0360919457860291","0.0360919457860291"
"harm","1","0.03606680943630636","0.03606680943630636"
"internally","1","0.03600262408144772","0.03600262408144772"
"al","5","0.0071823752135969695","0.03591187606798485"
"ddle","1","0.03590359119698405","0.03590359119698405"
"ic","2","0.01794156304649299","0.03588312609298598"
"container","1","0.03569383760138104","0.03569383760138104"
"ion","1","0.035554537549614906","0.035554537549614906"
"cter","1","0.035509844621022545","0.035509844621022545"
"less","1","0.03546375180473672","0.03546375180473672"
"fm","1","0.03537655002649196","0.03537655002649196"
"iraq","1","0.035371869802474976","0.035371869802474976"
"","71","0.0004973730392384045","0.03531348578592672"
"ju","2","0.01764446427114308","0.03528892854228616"
"or","1","0.035127677278415786","0.035127677278415786"
"steps","1","0.03511783075518906","0.03511783075518906"
"policy","1","0.035089620389044285","0.035089620389044285"
"avoid","1","0.03505949035752565","0.03505949035752565"
"rr","1","0.03493095492012799","0.03493095492012799"
"metre","1","0.0347626885632053","0.0347626885632053"
"world","1","0.03476022486574948","0.03476022486574948"
"rally","1","0.03438892855774611","0.03438892855774611"
"az","2","0.017171617383913446","0.03434323476782689"
"leaders","1","0.03423247445607558","0.03423247445607558"
"via","4","0.008548739657271653","0.034194958629086614"
"run","2","0.01708311300026253","0.03416622600052506"
"even","1","0.03403744760536305","0.03403744760536305"
"wild","2","0.017002026666887105","0.03400405333377421"
"dos","1","0.03400366225590309","0.03400366225590309"
"food","1","0.03387852944433689","0.03387852944433689"
"example","1","0.03371073996337751","0.03371073996337751"
"do","3","0.011217427166504047","0.03365228149951214"
"stands","1","0.03355502849444747","0.03355502849444747"
"notorious","1","0.03352891420945525","0.03352891420945525"
"nasa","1","0.033297985792160034","0.033297985792160034"
"co","2","0.016571640549227596","0.03314328109845519"
"boston","1","0.03306701628025621","0.03306701628025621"
"should","2","0.01651089496832962","0.03302178993665924"
"tion","2","0.01649620048313712","0.03299240096627424"
"bar","1","0.03259470569901168","0.03259470569901168"
"northumberland","1","0.032564325782004744","0.032564325782004744"
"dc","2","0.01626729767303914","0.03253459534607828"
"na","2","0.01620091893710196","0.03240183787420392"
"chicago","2","0.016068967389098056","0.03213793477819611"
"gate","1","0.032102295430377126","0.032102295430377126"
"sun","1","0.03209963801782578","0.03209963801782578"
"homeland","1","0.03208119189366698","0.03208119189366698"
"ra","1","0.032001606305129826","0.032001606305129826"
"yre","1","0.031992177665233615","0.031992177665233615"
"public","2","0.015987693914212286","0.03197538782842457"
"cl","1","0.031963095689813294","0.031963095689813294"
"ia","1","0.03181417821906507","0.03181417821906507"
"aug","4","0.007929173360545454","0.031716693442181816"
"lite","1","0.03150738985277712","0.03150738985277712"
"happening","1","0.031189373694360256","0.031189373694360256"
"field","2","0.015590051196826","0.031180102393652"
"attempting","1","0.031072115642018616","0.031072115642018616"
"mercury","1","0.03104019770398736","0.03104019770398736"
"so","6","0.005171332412035885","0.03102799447221531"
"es","3","0.010290724675481517","0.030872174026444554"
"uc","2","0.015378493792377412","0.030756987584754824"
"ement","1","0.030696606263518333","0.030696606263518333"
"already","1","0.030657800224920113","0.030657800224920113"
"why","2","0.015187012114828187","0.030374024229656373"
"been","2","0.014987239998805782","0.029974479997611565"
"ap","1","0.02943080384284258","0.02943080384284258"
"church","2","0.01462533712037839","0.02925067424075678"
"shirley","1","0.029127022717148066","0.029127022717148066"
"action","1","0.029083255561999977","0.029083255561999977"
"ot","2","0.014479946228675544","0.02895989245735109"
"multiple","1","0.028914053225889802","0.028914053225889802"
"news","1","0.028873812407255173","0.028873812407255173"
"school","2","0.014406996051548049","0.028813992103096098"
"thru","1","0.028756400919519365","0.028756400919519365"
"rt","2","0.014363833819516003","0.028727667639032006"
"while","2","0.014272505257810864","0.02854501051562173"
"across","1","0.028530460510713358","0.028530460510713358"
"ecure","1","0.028393743559718132","0.028393743559718132"
"leicester","2","0.014100213767960668","0.028200427535921335"
"entire","1","0.028123156866058707","0.028123156866058707"
"store","1","0.028103765100240707","0.028103765100240707"
"tler","1","0.028007001709192993","0.028007001709192993"
"radio","1","0.02779817651025951","0.02779817651025951"
"yet","1","0.027725782644535815","0.027725782644535815"
"middle","1","0.02762424200773239","0.02762424200773239"
"more","1","0.0274282347653871","0.0274282347653871"
"ah","1","0.02719888399587944","0.02719888399587944"
"cus","1","0.027175007038749754","0.027175007038749754"
"dt","1","0.027094980468973517","0.027094980468973517"
"beast","1","0.026970630589251716","0.026970630589251716"
"bil","1","0.02684671711176634","0.02684671711176634"
"pres","1","0.02666211931500584","0.02666211931500584"
"ten","1","0.026510403258726","0.026510403258726"
"sol","1","0.026378768030554056","0.026378768030554056"
"plans","1","0.026374452630989254","0.026374452630989254"
"staggering","1","0.026295875199139118","0.026295875199139118"
"must","1","0.02626941166818142","0.02626941166818142"
"oned","1","0.026258948740238944","0.026258948740238944"
"every","1","0.026208384311757982","0.026208384311757982"
"vent","1","0.02610038065661987","0.02610038065661987"
"ck","1","0.025738688410880665","0.025738688410880665"
"one","1","0.02565220819087699","0.02565220819087699"
"un","1","0.02559699327684939","0.02559699327684939"
"min","1","0.025558775481344623","0.025558775481344623"
"out","2","0.012749793857801705","0.02549958771560341"
"insane","1","0.025483161288624007","0.025483161288624007"
"tors","1","0.025414448347873986","0.025414448347873986"
"van","1","0.025412769988179207","0.025412769988179207"
"horses","1","0.025411050068214536","0.025411050068214536"
"enterprise","1","0.02540807519108057","0.02540807519108057"
"istan","1","0.02534391882363707","0.02534391882363707"
"llen","1","0.025221748743206263","0.025221748743206263"
"much","2","0.012600772874935976","0.02520154574987195"
"ships","1","0.025149714900180697","0.025149714900180697"
"expensive","1","0.02514038635296868","0.02514038635296868"
"tan","1","0.02510539460927248","0.02510539460927248"
"think","1","0.02495220588753","0.02495220588753"
"sample","1","0.02482185047119856","0.02482185047119856"
"ous","1","0.02481985662598163","0.02481985662598163"
"km","1","0.024799045408144593","0.024799045408144593"
"nasty","1","0.024695433132971328","0.024695433132971328"
"niall","1","0.02449696126859635","0.02449696126859635"
"raining","1","0.02444531861692667","0.02444531861692667"
"lurking","1","0.024305252241902053","0.024305252241902053"
"tur","1","0.024209525296464564","0.024209525296464564"
"admits","1","0.024172399542294443","0.024172399542294443"
"urs","1","0.024065528996288776","0.024065528996288776"
"ied","2","0.012026074691675603","0.024052149383351207"
"ura","1","0.024030643049627542","0.024030643049627542"
"amp","3","0.007989323297922043","0.023967969893766126"
"yst","1","0.02370663220062852","0.02370663220062852"
"sal","1","0.02367620205041021","0.02367620205041021"
"gambia","1","0.023487171158194542","0.023487171158194542"
"ivating","1","0.023146800231188536","0.023146800231188536"
"wait","1","0.023135976283811033","0.023135976283811033"
"tra","1","0.02297048312611878","0.02297048312611878"
"uh","2","0.011481424735393375","0.02296284947078675"
"ge","1","0.02274203021079302","0.02274203021079302"
"mc","1","0.022616364993155003","0.022616364993155003"
"giants","1","0.02253964066039771","0.02253964066039771"
"fleet","1","0.02230356738436967","0.02230356738436967"
"fr","1","0.022190223215147853","0.022190223215147853"
"amin","1","0.022123322472907603","0.022123322472907603"
"rate","2","0.011032942100428045","0.02206588420085609"
"zo","1","0.021990780369378626","0.021990780369378626"
"cr","1","0.02179402889062961","0.02179402889062961"
"bn","1","0.021781593095511198","0.021781593095511198"
"familiar","1","0.021604086039587855","0.021604086039587855"
"net","1","0.021557031548582017","0.021557031548582017"
"gc","1","0.021383753162808716","0.021383753162808716"
"pretty","1","0.021368454094044864","0.021368454094044864"
"cult","1","0.021307301009073853","0.021307301009073853"
"ns","1","0.021263420390563885","0.021263420390563885"
"shire","1","0.021009125746786594","0.021009125746786594"
"vao","1","0.02092441194690764","0.02092441194690764"
"owners","1","0.02079767209943384","0.02079767209943384"
"zar","1","0.020659305970184505","0.020659305970184505"
"ko","1","0.020615605637431145","0.020615605637431145"
"asked","1","0.020611706655472517","0.020611706655472517"
"towing","1","0.020411350531503558","0.020411350531503558"
"country","1","0.020231025443146273","0.020231025443146273"
"giant","1","0.020209595386404544","0.020209595386404544"
"nm","1","0.020070456550456583","0.020070456550456583"
"re","1","0.020032327389344573","0.020032327389344573"
"rubble","1","0.019972248235717416","0.019972248235717416"
"mfa","1","0.019928375259041786","0.019928375259041786"
"uni","2","0.009938589116144512","0.019877178232289024"
"vo","2","0.009927090802063634","0.019854181604127268"
"ruin","1","0.019533284939825535","0.019533284939825535"
"fox","2","0.009757059556432069","0.019514119112864138"
"as","3","0.0065046705900587976","0.019514011770176393"
"trump","1","0.01951165099827839","0.01951165099827839"
"mohammed","1","0.01948263682425022","0.01948263682425022"
"power","3","0.0064884462691326104","0.01946533880739783"
"ort","1","0.019456247333437204","0.019456247333437204"
"solicitor","1","0.019237325410358608","0.019237325410358608"
"pee","1","0.019087082939222455","0.019087082939222455"
"ked","1","0.01906074397265911","0.01906074397265911"
"nzo","1","0.019001471092148375","0.019001471092148375"
"only","1","0.018954265280626714","0.018954265280626714"
"weapons","1","0.018834747606888413","0.018834747606888413"
"tomorrow","1","0.018719918094575405","0.018719918094575405"
"nce","1","0.018646454205736518","0.018646454205736518"
"gil","1","0.018604978065316875","0.018604978065316875"
"jewish","1","0.018569227773696184","0.018569227773696184"
"ite","1","0.018480756785720587","0.018480756785720587"
"kel","1","0.018263484816998243","0.018263484816998243"
"acc","1","0.018183507956564426","0.018183507956564426"
"fort","1","0.018162786459663148","0.018162786459663148"
"filipino","1","0.018128191120922565","0.018128191120922565"
"thing","1","0.01811441248161839","0.01811441248161839"
"sp","1","0.01809836714528501","0.01809836714528501"
"years","3","0.006002812432901313","0.01800843729870394"
"hot","2","0.008989136017837816","0.017978272035675633"
"kayla","1","0.017964586848393083","0.017964586848393083"
"stealing","1","0.01795942324679345","0.01795942324679345"
"ga","1","0.017904590000398457","0.017904590000398457"
"post","1","0.01790039101615548","0.01790039101615548"
"thought","1","0.017700942419469356","0.017700942419469356"
"cops","1","0.0171850323677063","0.0171850323677063"
"measures","1","0.01715641701593995","0.01715641701593995"
"used","1","0.01714417547918856","0.01714417547918856"
"nearly","1","0.016996231861412525","0.016996231861412525"
"pull","1","0.01694919839501381","0.01694919839501381"
"tate","1","0.01694497314747423","0.01694497314747423"
"bank","1","0.016928714932873845","0.016928714932873845"
"later","1","0.016898114855090778","0.016898114855090778"
"denial","1","0.016811898443847895","0.016811898443847895"
"tz","1","0.016748949652537704","0.016748949652537704"
"ven","1","0.016642124691445912","0.016642124691445912"
"ghan","1","0.01660031930077821","0.01660031930077821"
"cate","1","0.01657148142112419","0.01657148142112419"
"again","1","0.01654745324049145","0.01654745324049145"
"fiat","1","0.016516919364221394","0.016516919364221394"
"sch","2","0.008244371972978115","0.01648874394595623"
"ut","1","0.016432113235905058","0.016432113235905058"
"chi","1","0.01626545938456224","0.01626545938456224"
"tor","1","0.016262061273058254","0.016262061273058254"
"jupiter","1","0.016249444568529725","0.016249444568529725"
"room","1","0.01618085673544556","0.01618085673544556"
"wind","1","0.016173556835080188","0.016173556835080188"
"ahu","1","0.016109788790345192","0.016109788790345192"
"dot","1","0.01605720561929047","0.01605720561929047"
"rst","1","0.01603391271783039","0.01603391271783039"
"trois","1","0.016017394373193383","0.016017394373193383"
"rights","1","0.015984067344106734","0.015984067344106734"
"lia","1","0.015615065931342542","0.015615065931342542"
"je","2","0.007778911158398148","0.015557822316796296"
"cnn","1","0.015537512488663197","0.015537512488663197"
"hear","1","0.01548884444249173","0.01548884444249173"
"cache","1","0.015416048816405237","0.015416048816405237"
"abandoning","1","0.015258675906807184","0.015258675906807184"
"broader","1","0.015045559266582131","0.015045559266582131"
"states","1","0.015030522597953677","0.015030522597953677"
"alexandria","1","0.014891283586621284","0.014891283586621284"
"niece","1","0.014725257991813123","0.014725257991813123"
"bs","1","0.014542223536409438","0.014542223536409438"
"line","1","0.014534980291500688","0.014534980291500688"
"washington","1","0.014486003667116165","0.014486003667116165"
"nights","1","0.014338900917209685","0.014338900917209685"
"dealer","1","0.014283157186582685","0.014283157186582685"
"legions","1","0.014203984709456562","0.014203984709456562"
"dis","1","0.014172153430990875","0.014172153430990875"
"midwest","1","0.014062023488804698","0.014062023488804698"
"greek","1","0.014039218147366268","0.014039218147366268"
"gi","1","0.014038912362108628","0.014038912362108628"
"sign","1","0.014016420032001204","0.014016420032001204"
"four","1","0.013957148883491755","0.013957148883491755"
"way","1","0.013924337091988752","0.013924337091988752"
"paul","1","0.013684348948299885","0.013684348948299885"
"ys","1","0.013598898076452315","0.013598898076452315"
"beam","2","0.0067909169010818005","0.013581833802163601"
"rle","1","0.013536452641710639","0.013536452641710639"
"la","1","0.013436296954751015","0.013436296954751015"
"ong","1","0.013231955585069954","0.013231955585069954"
"cleaning","1","0.012987858732230961","0.012987858732230961"
"unnecessary","1","0.012912122837992177","0.012912122837992177"
"covered","1","0.01290413155220449","0.01290413155220449"
"still","2","0.0063675377418154055","0.012735075483630811"
"viola","1","0.012681686435826123","0.012681686435826123"
"ek","1","0.012664472800679505","0.012664472800679505"
"brought","1","0.012609130702912807","0.012609130702912807"
"rani","1","0.01247357577085495","0.01247357577085495"
"around","1","0.01236824446823448","0.01236824446823448"
"powerful","1","0.012364948634058237","0.012364948634058237"
"didn","1","0.012270808103494346","0.012270808103494346"
"els","1","0.01223630883032456","0.01223630883032456"
"cia","1","0.0122136752664422","0.0122136752664422"
"ho","1","0.012190541019663215","0.012190541019663215"
"fo","1","0.01210704236291349","0.01210704236291349"
"us","1","0.011871623806655407","0.011871623806655407"
"bid","1","0.011793806334026158","0.011793806334026158"
"pas","1","0.011754865292459726","0.011754865292459726"
"va","1","0.011706613469868898","0.011706613469868898"
"ran","1","0.011640646494925022","0.011640646494925022"
"center","1","0.011461731201658646","0.011461731201658646"
"visit","1","0.011347568593919277","0.011347568593919277"
"am","1","0.011256892699748278","0.011256892699748278"
"thank","1","0.011195023078471422","0.011195023078471422"
"gh","1","0.011121099931187928","0.011121099931187928"
"hampshire","1","0.011091401102021337","0.011091401102021337"
"phoenix","1","0.011043636477552354","0.011043636477552354"
"being","1","0.011009229347109795","0.011009229347109795"
"because","1","0.011000311933457851","0.011000311933457851"
"ma","3","0.0036601557066508876","0.010980467119952663"
"aix","1","0.010979025924046124","0.010979025924046124"
"poorly","1","0.010944335721433163","0.010944335721433163"
"next","1","0.010906336945481598","0.010906336945481598"
"ide","2","0.005306681288251032","0.010613362576502064"
"ver","1","0.010533114080317318","0.010533114080317318"
"colorado","1","0.0104920914163813","0.0104920914163813"
"ag","1","0.01042026246432215","0.01042026246432215"
"pain","1","0.010350552154704928","0.010350552154704928"
"mal","1","0.010258257039822638","0.010258257039822638"
"jonathan","1","0.010225848178379238","0.010225848178379238"
"ol","1","0.009982431423850358","0.009982431423850358"
"creation","1","0.009914122712375089","0.009914122712375089"
"por","1","0.009883057054442665","0.009883057054442665"
"unarmed","1","0.00987396506770026","0.00987396506770026"
"gia","1","0.00960110971936956","0.00960110971936956"
"shark","1","0.00948361326009035","0.00948361326009035"
"pioneer","1","0.00935258821118623","0.00935258821118623"
"claim","1","0.009297839482314885","0.009297839482314885"
"rd","1","0.009160030167549849","0.009160030167549849"
"sounding","1","0.009106562240049243","0.009106562240049243"
"wai","1","0.0090799416648224","0.0090799416648224"
"heartbeat","1","0.009036958683282137","0.009036958683282137"
"materials","1","0.008956695790402591","0.008956695790402591"
"inevitable","1","0.008840651484206319","0.008840651484206319"
"ger","1","0.008827241510152817","0.008827241510152817"
"uf","1","0.00880820156695942","0.00880820156695942"
"tar","1","0.008730153902433813","0.008730153902433813"
"ur","1","0.008701731683686376","0.008701731683686376"
"yu","1","0.008691857568919659","0.008691857568919659"
"times","1","0.008638358674943447","0.008638358674943447"
"ley","1","0.008627803064882755","0.008627803064882755"
"ant","1","0.008572034421376884","0.008572034421376884"
"le","1","0.00856666429899633","0.00856666429899633"
"info","1","0.00834349449723959","0.00834349449723959"
"high","1","0.008314769947901368","0.008314769947901368"
"spot","1","0.00821490166708827","0.00821490166708827"
"ton","1","0.008198484126478434","0.008198484126478434"
"josh","1","0.008171366915727655","0.008171366915727655"
"ze","1","0.00810531184644155","0.00810531184644155"
"trans","1","0.008102869149297476","0.008102869149297476"
"laced","1","0.008094211412674707","0.008094211412674707"
"lot","1","0.008006185991689563","0.008006185991689563"
"com","1","0.007997429929673672","0.007997429929673672"
"bin","1","0.007932162253806989","0.007932162253806989"
"nu","1","0.00780411995947361","0.00780411995947361"
"hackney","1","0.007648775449276648","0.007648775449276648"
"right","1","0.007614194648340344","0.007614194648340344"
"cbc","1","0.007393272826448083","0.007393272826448083"
"hicks","1","0.007375757792033255","0.007375757792033255"
"ni","2","0.003597229098280271","0.007194458196560542"
"coffee","1","0.007147343751663962","0.007147343751663962"
"first","1","0.007134449817905468","0.007134449817905468"
"vi","1","0.007037711058122416","0.007037711058122416"
"ac","1","0.006974593736231327","0.006974593736231327"
"hei","1","0.006903830281872716","0.006903830281872716"
"ok","1","0.0066976343126346665","0.0066976343126346665"
"stream","1","0.006599984830245376","0.006599984830245376"
"newcastle","1","0.006501566153019667","0.006501566153019667"
"justice","1","0.006468328298069537","0.006468328298069537"
"what","2","0.003225876862416044","0.006451753724832088"
"wr","1","0.006449470021338625","0.006449470021338625"
"pi","2","0.003200197941623628","0.006400395883247256"
"pd","1","0.006387165281921625","0.006387165281921625"
"v","1","0.006351364776492119","0.006351364776492119"
"harvard","1","0.006337763555347919","0.006337763555347919"
"gay","1","0.0063089956529438496","0.0063089956529438496"
"you","2","0.0031129156122915447","0.006225831224583089"
"sacramento","1","0.006220698123797774","0.006220698123797774"
"mac","1","0.006217627227306366","0.006217627227306366"
"just","1","0.006187073304317892","0.006187073304317892"
"winter","1","0.006169573636725545","0.006169573636725545"
"these","1","0.0060541341081261635","0.0060541341081261635"
"hum","1","0.005971459322609007","0.005971459322609007"
"vidal","1","0.00580063252709806","0.00580063252709806"
"challenging","1","0.005748887313529849","0.005748887313529849"
"cle","1","0.005736392301817735","0.005736392301817735"
"gl","1","0.005705902993213385","0.005705902993213385"
"student","1","0.0055840491550043225","0.0055840491550043225"
"lea","1","0.005574483424425125","0.005574483424425125"
"wasn","1","0.005555730313062668","0.005555730313062668"
"oro","1","0.005546628148294985","0.005546628148294985"
"any","1","0.005527216126210988","0.005527216126210988"
"cles","1","0.005485115945339203","0.005485115945339203"
"youtube","1","0.005264693405479193","0.005264693405479193"
"purple","1","0.005237848358228802","0.005237848358228802"
"contributing","1","0.00521820830181241","0.00521820830181241"
"ry","1","0.005173748824745417","0.005173748824745417"
"calculate","1","0.005147168490414818","0.005147168490414818"
"raz","1","0.0051029123055438205","0.0051029123055438205"
"ali","1","0.00509211669365565","0.00509211669365565"
"ala","1","0.005090143298730254","0.005090143298730254"
"rest","1","0.005089181009680033","0.005089181009680033"
"usual","1","0.0049975261790677905","0.0049975261790677905"
"oakland","1","0.004925065208226442","0.004925065208226442"
"dh","1","0.004702320594030122","0.004702320594030122"
"arabia","1","0.00467866868712008","0.00467866868712008"
"angeles","1","0.0046000301372259855","0.0046000301372259855"
"check","1","0.004376070108264685","0.004376070108264685"
"lee","1","0.004371867747977376","0.004371867747977376"
"fp","1","0.004306408576667309","0.004306408576667309"
"court","1","0.004229009849950671","0.004229009849950671"
"invest","1","0.004014207283034921","0.004014207283034921"
"linked","1","0.003926563076674938","0.003926563076674938"
"don","1","0.003921612864360213","0.003921612864360213"
"nature","1","0.003912564541678876","0.003912564541678876"
"wow","1","0.0038518773508258164","0.0038518773508258164"
"ox","1","0.003845995175652206","0.003845995175652206"
"urn","1","0.0037021019806464514","0.0037021019806464514"
"lk","1","0.0036415351089090107","0.0036415351089090107"
"false","1","0.0036232435377314687","0.0036232435377314687"
"rford","1","0.003600336378440261","0.003600336378440261"
"they","1","0.00358920032158494","0.00358920032158494"
"ih","1","0.0035814375849440696","0.0035814375849440696"
"ssing","1","0.0035768033703789115","0.0035768033703789115"
"lah","1","0.003575394125111014","0.003575394125111014"
"ab","1","0.0034552831357965866","0.0034552831357965866"
"anything","1","0.0034300126135349274","0.0034300126135349274"
"takes","1","0.003272082656621933","0.003272082656621933"
"hea","1","0.003211424763624867","0.003211424763624867"
"disciplinary","1","0.003207692294381559","0.003207692294381559"
"reins","1","0.0032047940185293555","0.0032047940185293555"
"market","1","0.0031803810270503163","0.0031803810270503163"
"sus","1","0.003171219967216963","0.003171219967216963"
"ckle","1","0.0030051858086759843","0.0030051858086759843"
"ce","1","0.002870979940607434","0.002870979940607434"
"dles","1","0.0027838841701547305","0.0027838841701547305"
"tic","1","0.0026498641818761826","0.0026498641818761826"
"judge","1","0.002632702235132456","0.002632702235132456"
"channel","1","0.002627947134897113","0.002627947134897113"
"cable","1","0.0026013520546257496","0.0026013520546257496"
"sorry","1","0.0025198275300984583","0.0025198275300984583"
"ins","2","0.0012369842326734215","0.002473968465346843"
"pune","1","0.0023153135553002357","0.0023153135553002357"
"ush","1","0.002286292612552643","0.002286292612552643"
"toronto","1","0.002280792687088251","0.002280792687088251"
"cor","1","0.0022655692106733722","0.0022655692106733722"
"gp","1","0.0022177929058670998","0.0022177929058670998"
"non","1","0.002180067589506507","0.002180067589506507"
"having","1","0.002165647689253092","0.002165647689253092"
"bad","1","0.0021512145176529884","0.0021512145176529884"
"lan","1","0.0021228408440947533","0.0021228408440947533"
"register","1","0.0020839315839111805","0.0020839315839111805"
"won","1","0.002057365723885596","0.002057365723885596"
"giving","1","0.0020383065566420555","0.0020383065566420555"
"photo","1","0.0020264917984604836","0.0020264917984604836"
"republic","1","0.0020088199914122624","0.0020088199914122624"
"ors","1","0.0019294925344487033","0.0019294925344487033"
"bangalore","1","0.001918765832670033","0.001918765832670033"
"gga","1","0.001819640165194869","0.001819640165194869"
"mexico","1","0.0017920588246650166","0.0017920588246650166"
"their","1","0.0017889544445400438","0.0017889544445400438"
"mon","1","0.0015900703923155863","0.0015900703923155863"
"ider","1","0.0015711751533672214","0.0015711751533672214"
"into","2","0.000775153428548947","0.001550306857097894"
"common","1","0.0015162836061790586","0.0015162836061790586"
"dogs","1","0.0014873002303030453","0.0014873002303030453"
"listen","1","0.0014680559591700633","0.0014680559591700633"
"ama","1","0.0014667874202132225","0.0014667874202132225"
"b","1","0.0014084265567362309","0.0014084265567362309"
"head","1","0.001388047356158495","0.001388047356158495"
"barack","1","0.0012695200275629759","0.0012695200275629759"
"photos","1","0.00125062745064497","0.00125062745064497"
"mari","1","0.0011888440543164809","0.0011888440543164809"
"eis","1","0.001148552079261704","0.001148552079261704"
"mountains","1","0.001141151413321495","0.001141151413321495"
"org","1","0.0011371382046490909","0.0011371382046490909"
"which","1","0.0010586118946472804","0.0010586118946472804"
"andy","1","0.0010241499015440545","0.0010241499015440545"
"americans","1","0.0009937210318942864","0.0009937210318942864"
"nde","1","0.000811854493804276","0.000811854493804276"
"mod","1","0.000760556198656559","0.000760556198656559"
"ind","1","0.0006075996207073331","0.0006075996207073331"
"ted","1","0.0005929200754811368","0.0005929200754811368"
"describes","1","0.0005384683609008789","0.0005384683609008789"
"brave","1","0.0004484439268708229","0.0004484439268708229"
"bone","1","0.0004197167831340006","0.0004197167831340006"
"want","1","0.00036504551535472275","0.00036504551535472275"
"mas","1","0.0003004775498993695","0.0003004775498993695"
"hu","1","0.0002762011135928333","0.0002762011135928333"
"ound","1","0.000250006269197911","0.000250006269197911"
"open","1","0.0002259972970932722","0.0002259972970932722"
"ps","1","0.0001966358511708677","0.0001966358511708677"
"ira","1","0.00016878684982657433","0.00016878684982657433"
"mostly","1","0.00012462446466088295","0.00012462446466088295"
"ada","1","0.00010503937179843585","0.00010503937179843585"
"knew","1","0.00008687563240528107","0.00008687563240528107"
"iny","1","0.00008492095188962088","0.00008492095188962088"
"show","1","0.000060876598581671715","0.000060876598581671715"
